1;Substantive;Mr n;der Herr;This is my boss, Mr Paul Brown.;Das ist mein Chef, Herr Paul Brown.;;;;;;;;;;;;;;;;;;;;;;;;
68;Substantive;character n;der Charakter, das Zeichen;He's a man of character.;Er ist ein Mann von Charakter.;The password should have at least eight characters.;Das Passwort sollte mindestens acht Zeichen lang sein.;She is a woman of character.;Sie hat Charakter.;;;;;;;;;;;;;;;;;;;;
69;Substantive;honesty n;die Ehrlichkeit;Tyler's honesty is not in question.;Tylers Ehrlichkeit steht nicht infrage.;;;;;;;;;;;;;;;;;;;;;;;;
70;Adjektive und Adverbien;honest adj;ehrlich;I'm glad she was honest with me.;Ich bin froh, dass sie ehrlich zu mir war.;He has an honest face.;Er hat ein ehrliches Gesicht.;;;;;;;;;;;;;;;;;;;;;;
71;Adjektive und Adverbien;sincerely adv;wirklich, aufrichtig;I sincerely hope he's not ill again.;Ich hoffe aufrichtig, dass er nicht wieder krank ist.;;;;;;;;;;;;;;;;;;;;;;;;
72;Adjektive und Adverbien;open adj;offen, geöffnet;The new manager is open and friendly.;Der neue Manager ist offen und freundlich.;In Britain banks are open until 3:30 pm.;In Großbritannien sind die Banken bis 15.30 Uhr geöffnet.;The gate was open.;Das Tor war offen.;;;;;;;;;;;;;;;;;;;;
73;Adjektive und Adverbien;generous adj;großzügig;It was very generous of Matthew to pay for the dinner.;Es war sehr großzügig von Matthew, das Abendessen zu bezahlen.;You are too generous with your money.;Du bist zu großzügig mit deinem Geld.;;;;;;;;;;;;;;;;;;;;;;
74;Adjektive und Adverbien;stingy adj;geizig;Many people are too stingy to turn on the heating in winter.;Viele Menschen sind zu geizig, im Winter die Heizung anzustellen.;;;;;;;;;;;;;;;;;;;;;;;;
75;Substantive;sense of humour n BE;der Humor BE;Angela has a great sense of humour. You should meet her.;Angela hat einen tollen Humor. Du solltest sie kennenlernen.;;;;;;;;;;;;;;;;;;;;;;;;
76;Substantive;sense of humor n AE;der Humor AE;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Substantive;mood n;die Laune;Don't talk to Sam, he's in a bad mood.;Sprich Sam nicht an, er hat schlechte Laune.;I'm not in the mood to go out today.;Ich bin heute nicht in der Stimmung, um auszugehen.;;;;;;;;;;;;;;;;;;;;;;
78;Substantive;curiosity n;die Neugierde;Danny read the letter out of curiosity.;Danny hat den Brief aus Neugierde gelesen.;;;;;;;;;;;;;;;;;;;;;;;;
79;Adjektive und Adverbien;curious adj;neugierig;I'm curious to know what he did.;Ich bin neugierig zu erfahren, was er getan hat.;We have very curious neighbours who are always asking questions.;Wir haben sehr neugierige Nachbarn, die dauernd Fragen stellen.;;;;;;;;;;;;;;;;;;;;;;
80;Adjektive und Adverbien;ambitious adj;ehrgeizig;Annabel is an ambitious young woman with clear career objectives.;Annabel ist eine ehrgeizige junge Frau mit klaren Karrierezielen.;;;;;;;;;;;;;;;;;;;;;;;;
81;Substantive;passion n;die Leidenschaft;My brother has a passion for good food.;Mein Bruder hat eine Leidenschaft für gutes Essen.;;;;;;;;;;;;;;;;;;;;;;;;
82;Adjektive und Adverbien;passionate adj;leidenschaftlich;They had a short but passionate affair.;Sie hatten eine kurze, aber leidenschaftliche Affäre.;;;;;;;;;;;;;;;;;;;;;;;;
83;Adjektive und Adverbien;naughty adj;ungezogen;Her children are so naughty at times.;Ihre Kinder sind manchmal so ungezogen.;;;;;;;;;;;;;;;;;;;;;;;;
84;Adjektive und Adverbien;sensitive adj;empfindlich, sensibel;He is making fun of Katie and she's very sensitive.;Er macht sich über Katie lustig, und sie ist sehr sensibel.;Don't be rude to her - she's a very sensitive child.;Sei nicht grob zu ihr - sie ist ein sehr sensibles Kind.;;;;;;;;;;;;;;;;;;;;;;
85;Adjektive und Adverbien;nervous adj;nervös;Go away! You're making me nervous.;Geh weg! Du machst mich nervös.;Big dogs make her nervous.;Große Hunde machen sie nervös.;;;;;;;;;;;;;;;;;;;;;;
86;Adjektive und Adverbien;shy adj;schüchtern;I'd like to go out with Jenny, but I'm too shy.;Ich möchte mit Jenny ausgehen, aber ich bin zu schüchtern.;The girl gave us a shy smile.;Das Mädchen lächelte uns scheu an.;;;;;;;;;;;;;;;;;;;;;;
87;Adjektive und Adverbien;modest adj;bescheiden;Although he is successful, he's always remained modest.;Obwohl er erfolgreich ist, ist er immer bescheiden geblieben.;;;;;;;;;;;;;;;;;;;;;;;;
88;Adjektive und Adverbien;mad adj;verrückt, wütend;Hannah must be mad to spend so much money on CDs.;Hannah muss verrückt sein, so viel Geld für CDs auszugeben.;Margret is mad because I lost her necklace.;Margret ist wütend, weil ich ihr Halsband verloren habe.;She gets mad at me for coming home late.;Sie wird böse auf mich, wenn ich (zu) spät nach Hause komme.;;;;;;;;;;;;;;;;;;;;
89;Adjektive und Adverbien;ridiculous adj;lächerlich;Don't be ridiculous!;Mach dich nicht lächerlich!;;;;;;;;;;;;;;;;;;;;;;;;
90;Substantive;reason n;die Vernunft, der Verstand, der Grund;Reason is the ability to think in an intelligent way.;Die Vernunft ist die Fähigkeit, auf intelligente Weise zu denken.;Human beings are able to apply the power of reason.;Menschen können ihren Verstand gebrauchen.;I understand your reasons, but you should apologize.;Ich verstehe deine Gründe, aber du solltest dich entschuldigen.;That brought him to reason.;Das brachte ihn zur Vernunft.;What is the reason for his behaviour?;Was ist der Grund für sein Benehmen?;;;;;;;;;;;;;;;;
91;Adjektive und Adverbien;reasonable adj;vernünftig;Be reasonable! It's too expensive.;Sei vernünftig! Es ist zu teuer.;What they said sounded reasonable.;Was sie sagten, klang vernünftig.;;;;;;;;;;;;;;;;;;;;;;
92;Substantive;pride n;der Stolz;She hurt my pride when she said I was ugly.;Sie hat meinen Stolz verletzt, als sie sagte, ich sei hässlich.;Her pride prevented her from accepting the money.;Ihr Stolz hinderte sie daran, das Geld anzunehmen.;;;;;;;;;;;;;;;;;;;;;;
93;Adjektive und Adverbien;proud adj;stolz;The little girl was so proud of her new doll.;Das kleine Mädchen war so stolz auf ihre neue Puppe.;The woman was proud of her sons.;Die Frau war stolz auf ihre Söhne.;;;;;;;;;;;;;;;;;;;;;;
94;Substantive;face n;das Gesicht;Albert had a big smile on his face when he saw me.;Albert lachte übers ganze Gesicht, als er mich sah.;She could not look me in the face.;Sie konnte mir nicht ins Gesicht sehen.;;;;;;;;;;;;;;;;;;;;;;
95;Substantive;hair n;das Haar;Susanna's got long black hair.;Susanna hat langes, schwarzes Haar.;She has dark hair.;Sie hat dunkles Haar (=Haare).;;;;;;;;;;;;;;;;;;;;;;
96;Substantive;look n;das Aussehen, der Blick;We want to give the room a new look.;Wir wollen dem Zimmer ein neues Aussehen verleihen.;She gave me an angry look when I kissed Steve.;Sie warf mir einen wütenden Blick zu, als ich Steve küsste.;;;;;;;;;;;;;;;;;;;;;;
97;Verben;look v;aussehen, schauen;My neighbour is over 50, but he looks ten years younger.;Mein Nachbar ist über 50, sieht aber zehn Jahre jünger aus.;We didn't want to buy anything. We were just looking.;Wir wollten nichts kaufen. Wir schauten nur.;He looked very thin.;Er sah sehr mager aus.;He looked round and saw ...;Er schaute sich um und sah ...;;;;;;;;;;;;;;;;;;
98;Adjektive und Adverbien;pretty adj;hübsch;Do you really think she's pretty?;Denkst du wirklich, sie ist hübsch?;Dorothy is very pretty.;Dorothy ist sehr hübsch.;;;;;;;;;;;;;;;;;;;;;;
99;Substantive;beauty n;die Schönheit;Everybody admires her beauty.;Jeder bewundert ihre Schönheit.;She was a little beauty.;Sie war eine kleine Schönheit.;;;;;;;;;;;;;;;;;;;;;;
100;Adjektive und Adverbien;beautiful adj;schön;Mr MacDonald has got two beautiful children.;Mr MacDonald hat zwei schöne Kinder.;Nancy is a beautiful girl.;Nancy ist ein schönes Mädchen.;;;;;;;;;;;;;;;;;;;;;;
101;Sonstige;to be beautiful;schön sein;Her new dress is really beautiful.;Ihr neues Kleid ist wirklich schön.;;;;;;;;;;;;;;;;;;;;;;;;
102;Adjektive und Adverbien;attractive adj;attraktiv;Megan's the most attractive girl in our class.;Megan ist das attraktivste Mädchen in unserer Klasse.;She's got everything a woman needs - she's attractive, intelligent and successful.;Sie hat alles, was eine Frau braucht - sie ist attraktiv, intelligent und erfolgreich.;;;;;;;;;;;;;;;;;;;;;;
103;Adjektive und Adverbien;good-looking adj;gut aussehend;The new head teacher is a good-looking and attractive man.;Der neue Rektor ist ein gut aussehender und attraktiver Mann.;An actor needn't be good-looking but should have an expressive face.;Ein Schauspieler braucht nicht gut auszusehen, sollte aber ein ausdrucksvolles Gesicht haben.;;;;;;;;;;;;;;;;;;;;;;
104;Adjektive und Adverbien;bad-looking adj;schlecht aussehend;She's not a bad-looking woman.;Sie ist keine schlecht aussehende Frau.;;;;;;;;;;;;;;;;;;;;;;;;
105;Adjektive und Adverbien;ugly adj;hässlich;Tony's ugly, but he's got a wonderful personality.;Tony ist hässlich, aber er hat eine wundervolle Persönlichkeit.;She wore an ugly dress.;Sie trug ein hässliches Kleid.;He had an ugly wound on his arm.;Er hatte eine hässliche Wunde am Arm.;;;;;;;;;;;;;;;;;;;;
106;Substantive;figure n;die Figur, die Zahl;No sugar for me, I have to watch my figure.;Kein Zucker für mich, ich muss auf meine Figur achten.;I don't know the latest figures.;Ich kenne die neuesten Zahlen nicht.;That girl has got a beautiful figure.;Das Mädchen hat eine hübsche Figur.;Add up the following figures!;Zählt die folgenden Zahlen zusammen!;;;;;;;;;;;;;;;;;;
107;Adjektive und Adverbien;tall adj;groß;Monica is quite tall for her age.;Monica ist ziemlich groß für ihr Alter.;Rose is rather tall for her age.;Rose ist für ihr Alter ziemlich groß.;;;;;;;;;;;;;;;;;;;;;;
108;Adjektive und Adverbien;big adj;groß und schwer;A couple of big guys were standing next to the owner.;Ein paar große und schwere Kerle standen neben dem Besitzer.;He's a big boy now.;Er ist jetzt ein großer Junge.;;;;;;;;;;;;;;;;;;;;;;
109;Adjektive und Adverbien;strong adj;kräftig, stark;I'm moving house, and I need a few strong guys to help me.;Ich ziehe um und brauche ein paar kräftige Kerle, die mir helfen.;I'm not strong enough to lift this suitcase.;Ich bin nicht stark genug, diesen Koffer zu heben.;;;;;;;;;;;;;;;;;;;;;;
110;Adjektive und Adverbien;fat adj;dick;Sam never gets fat no matter how much chocolate he eats.;Sam wird nie dick, ganz gleich, wie viel Schokolade er isst.;I should eat more healthily because I'm slowly getting fat.;Ich sollte mich gesünder ernähren, weil ich langsam dick werde.;She cannot eat fat meat.;Sie kann kein fettes Fleisch essen.;;;;;;;;;;;;;;;;;;;;
111;Adjektive und Adverbien;short adj;klein, kurz;The short, fat man didn't look very friendly.;Der kleine, dicke Mann sah nicht sehr freundlich aus.;Karen would never wear a short skirt.;Karen würde nie einen kurzen Rock tragen.;The man was short and fat.;Der Mann war klein und dick.;;;;;;;;;;;;;;;;;;;;
112;Adjektive und Adverbien;small adj;klein;When I was a teenager I was rather small for my age.;Als Teenager war ich eher klein für mein Alter.;A small boy was standing at the gate.;Ein kleiner Junge stand am Tor.;;;;;;;;;;;;;;;;;;;;;;
113;Adjektive und Adverbien;thin adj;dünn;The doctor told me I was too thin and should put on some weight.;Der Arzt sagte mir, ich sei zu dünn und sollte etwas zunehmen.;The walls of our flat are very thin.;Die Wände unserer Wohnung sind sehr dünn.;The ice is too thin to walk on.;Das Eis ist zu dünn, um darauf zu gehen.;;;;;;;;;;;;;;;;;;;;
114;Adjektive und Adverbien;slim adj;schlank;Andy doesn't eat much because he wants to stay slim.;Andy isst nicht viel, weil er schlank bleiben möchte.;The woman has become very slim.;Die Frau ist sehr schlank geworden.;;;;;;;;;;;;;;;;;;;;;;
115;Sonstige;like prep;so wie, wie;Carrie's a bit taller but she looks exactly like her mother.;Carrie ist etwas größer, sieht aber genau so aus wie ihre Mutter.;It looks like gold but it isn't.;Es sieht aus wie Gold, ist aber keines.;The old car looked like new.;Das alte Auto sah wie neu aus.;;;;;;;;;;;;;;;;;;;;
116;Sonstige;to be alike;sich ähnlich sein;Father and son are very much alike.;Vater und Sohn sind sich sehr ähnlich.;;;;;;;;;;;;;;;;;;;;;;;;
117;Sonstige;to look like;ähneln;Pamela looks very much like her brother.;Pamela ähnelt ihrem Bruder sehr.;;;;;;;;;;;;;;;;;;;;;;;;
118;Substantive;haircut n;die Frisur;You need a new haircut.;Du brauchst eine neue Frisur.;;;;;;;;;;;;;;;;;;;;;;;;
119;Sonstige;to do sb.'s hair;j-n frisieren;I like the way you look. Who did your hair?;Mir gefällt, wir du aussiehst. Wer hat dich frisiert?;;;;;;;;;;;;;;;;;;;;;;;;
120;Adjektive und Adverbien;fair adj;"blond, hell; fair";Although Carlos is from Spain he's got fair hair.;Obwohl Carlos aus Spanien stammt, hat er blondes Haar.;I don't think the referee was very fair.;Ich finde, der Schiedsrichter war nicht allzu fair.;That was only fair.;Das war nur recht und billig.;That's not fair.;Das ist nicht fair.;;;;;;;;;;;;;;;;;;
